FE1,FE2,FE3,FE4,FE5,FE6,FE7,FE8,FE9,FE10,FE11,FE12,FE13,FE14,FE15,FE16,FE17,FE18,FE19,FE20,FE21,FE22,FE23,FE24,FE25,FE26,FE27,FE28,FE29,FE30,FE31,FE32,Age,Race,Gender,Education,Industry,Occupation,Hours,Years,WorkSituation,OOP1,OOP2,OOP3,OOP4,OOP5,FO1,FO2,FO3,FO4,FO5,FO6,FO7,FO8,FO9,FO10,FO11,FO12,FO13,FO14,FO15,FO16,FO17,FO18,FO19,FO20,RF1,RF2,RF3,RF4,RF5,RF6,RF7,RF8,RF9,RF10,RF11,RF12,SAT1,SAT2,SAT3,SAT4,SAT5,SAT6,SAT7,GO1,GO2,GO3,GO4,GO5,GO6,GO7,GO8,GO9,GO10,GO11,GO12,GO13,class,ID
7,7,1,7,7,7,7,7,7,1,7,7,1,1,7,7,1,7,7,7,7,7,7,7,1,1,3,1,1,1,7,7,21,4,1,6,6,Lawyer,40,13,5,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,1,2,2,2,1,1,1,4,2,4,4,4,6,3,465
7,7,2,7,7,7,7,7,7,7,7,7,2,1,7,6,3,6,7,4,4,4,4,6,1,1,7,3,1,1,6,6,25,1,2,5,10,Social worker,40,24,6,3,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,5,5,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,4,5,4,3,3,5,3,4,5,6,5,5,5,3,183
5,4,1,6,5,4,4,4,3,6,5,6,1,1,6,7,3,5,5,4,1,1,4,5,3,2,7,3,2,2,6,4,26,1,2,6,3,Teacher,40,21,1,5,5,2,1,2,5,4,5,3,4,5,4,3,3,4,5,4,3,4,4,3,3,5,3,4,4,5,5,5,5,4,4,4,4,5,2,3,3,2,2,3,2,2,2,5,6,6,5,6,3,3,6,4,4,3,4,4,2,119
5,4,5,4,4,3,4,4,4,5,4,3,4,5,4,3,6,4,4,6,5,5,3,2,6,6,1,5,4,6,4,2,10,1,1,3,10,Internet Analyst,30,7,5,6,4,4,6,4,4,4,4,3,4,4,4,3,3,5,4,3,3,3,3,4,3,4,3,4,5,5,5,5,5,5,5,5,3,4,4,3,1,1,1,1,1,1,1,5,6,5,4,4,3,5,4,4,5,4,4,6,1,564
6,6,2,6,6,6,6,6,5,2,6,6,1,1,6,6,1,6,5,5,5,5,5,5,3,3,5,3,2,2,6,5,17,1,1,5,10,Marketing Manager,40,15,5,5,5,3,4,3,3,4,4,4,3,4,4,3,4,3,3,4,3,4,3,3,3,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,4,5,4,4,5,5,3,3,3,3,3,346
5,6,1,5,6,6,7,6,7,6,5,6,5,6,7,6,3,5,6,6,3,6,4,5,5,3,6,2,2,1,5,6,8,1,1,2,8,sales,37,7,6,5,6,5,5,6,4,5,4,5,5,5,4,4,4,5,5,5,3,4,4,4,4,5,5,5,4,5,4,4,5,5,4,4,3,4,4,3,4,2,2,4,3,5,3,5,6,6,7,4,5,5,6,6,3,4,4,3,2,573
6,5,6,6,4,3,3,1,2,7,5,5,4,5,4,5,1,5,5,4,5,5,4,4,5,4,4,5,5,4,5,5,18,1,1,6,10,Project Manager,45,14,5,6,6,7,7,4,5,5,5,5,5,5,5,2,2,4,3,4,5,4,4,4,4,4,4,5,4,5,5,5,5,5,4,4,5,4,4,4,4,2,2,1,1,1,1,5,5,5,5,5,6,6,7,5,6,6,5,6,2,463
6,7,1,7,7,7,7,7,7,1,7,7,1,1,7,7,1,7,7,5,5,6,5,7,2,2,2,1,1,2,6,6,21,1,1,6,4,Neurodevelopmental psychologi,45,10,6,6,6,3,2,2,4,4,4,4,4,5,4,3,5,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,3,4,3,3,3,4,3,3,3,3,2,5,7,7,4,5,3,3,5,3,5,2,4,5,3,453
7,7,1,7,7,7,7,7,7,1,7,7,1,1,7,6,3,6,5,6,7,7,7,6,1,1,6,2,1,1,7,7,13,5,1,2,10,Claims Specialist,39,12,5,7,7,3,7,6,5,5,5,5,5,5,5,2,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,6,5,6,6,6,5,1,6,5,6,5,2,5,5,3,539
7,6,1,6,6,7,7,7,7,2,5,5,6,1,7,6,3,6,5,4,4,5,6,6,3,2,7,1,1,2,6,6,11,1,2,5,8,Space Planning Analyst,40,6,5,4,6,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,2,5,5,5,5,5,3,4,5,4,4,3,4,5,5,6,5,4,4,5,5,5,5,6,2,4,5,5,2,2,2,4,3,170
6,4,5,5,4,4,4,3,4,6,5,5,4,3,4,3,5,3,3,4,3,4,5,4,3,2,6,3,3,4,5,4,28,1,2,4,7,Project Manager,40,30,1,5,5,4,4,4,4,4,4,3,3,4,5,4,4,4,3,4,4,4,3,4,4,5,5,4,4,5,4,5,5,5,4,4,3,4,3,3,3,3,4,3,3,3,3,5,5,5,4,5,4,4,3,3,3,3,3,3,2,405
6,5,2,5,6,7,7,7,7,2,7,7,2,1,7,7,1,6,7,7,6,6,6,6,2,2,7,2,2,2,6,6,34,4,2,3,1,Logistics specialist,40,30,6,2,3,3,3,3,4,3,4,4,4,4,4,3,4,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,6,7,7,5,6,3,5,5,7,4,3,5,5,3,495
6,5,2,6,5,4,4,4,4,5,5,5,1,2,6,7,5,6,6,4,4,4,4,4,5,4,5,4,1,1,4,4,10,2,2,5,9,Accountant,8,3,1,6,7,3,6,3,4,3,4,4,3,5,4,3,4,5,4,4,3,5,2,4,3,4,3,3,4,5,5,5,5,5,4,5,4,3,4,4,2,2,3,2,2,2,1,5,6,6,5,5,2,3,5,5,5,3,5,5,2,262
